version,term_localName
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-AtomisedName-Prefix-2024-11-13,UnitContentContact-AtomisedName-Prefix
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-AtomisedName-Suffix-2024-11-13,UnitContentContact-AtomisedName-Suffix
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-GivenNames-2024-11-13,UnitContentContact-GivenNames
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-PreferredName-2024-11-13,UnitContentContact-PreferredName
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Roles-2024-11-13,UnitContentContact-Roles
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Role-2024-11-13,UnitContentContact-Role
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Role-@language-2024-11-13,UnitContentContact-Role-@language
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Addresses-2024-11-13,UnitContentContact-Addresses
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Address-2024-11-13,UnitContentContact-Address
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Address-@language-2024-11-13,UnitContentContact-Address-@language
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Address-@preferred-2024-11-13,UnitContentContact-Address-@preferred
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-TelephoneNumbers-2024-11-13,UnitContentContact-TelephoneNumbers
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-TelephoneNumber-2024-11-13,UnitContentContact-TelephoneNumber
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-TelephoneNumber-@preferred-2024-11-13,UnitContentContact-TelephoneNumber-@preferred
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Number-2024-11-13,UnitContentContact-Number
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-Device-2024-11-13,UnitContentContact-Device
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-UsageNotes-2024-11-13,UnitContentContact-UsageNotes
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-UsageNotes-@language-2024-11-13,UnitContentContact-UsageNotes-@language
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-EmailAddresses-2024-11-13,UnitContentContact-EmailAddresses
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-EmailAddress-2024-11-13,UnitContentContact-EmailAddress
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-EmailAddress-@preferred-2024-11-13,UnitContentContact-EmailAddress-@preferred
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-URIs-2024-11-13,UnitContentContact-URIs
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-URI-2024-11-13,UnitContentContact-URI
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-URI-@preferred-2024-11-13,UnitContentContact-URI-@preferred
http://rs.tdwg.org/abcd2/terms/version/UnitContentContact-LogoURI-2024-11-13,UnitContentContact-LogoURI
http://rs.tdwg.org/abcd2/terms/version/Unit-InformationWithheld-2024-11-13,Unit-InformationWithheld
http://rs.tdwg.org/abcd2/terms/version/Unit-InformationWithheld-@language-2024-11-13,Unit-InformationWithheld-@language
http://rs.tdwg.org/abcd2/terms/version/Unit-SourceReference-2024-11-13,Unit-SourceReference
http://rs.tdwg.org/abcd2/terms/version/SourceReference-ReferenceGUID-2024-11-13,SourceReference-ReferenceGUID
http://rs.tdwg.org/abcd2/terms/version/SourceReference-TitleCitation-2024-11-13,SourceReference-TitleCitation
http://rs.tdwg.org/abcd2/terms/version/SourceReference-CitationDetail-2024-11-13,SourceReference-CitationDetail
http://rs.tdwg.org/abcd2/terms/version/SourceReference-URI-2024-11-13,SourceReference-URI
http://rs.tdwg.org/abcd2/terms/version/SourceReference-DOI-2024-11-13,SourceReference-DOI
http://rs.tdwg.org/abcd2/terms/version/UnitReferences-2024-11-13,UnitReferences
http://rs.tdwg.org/abcd2/terms/version/UnitReference-2024-11-13,UnitReference
http://rs.tdwg.org/abcd2/terms/version/UnitReference-ReferenceGUID-2024-11-13,UnitReference-ReferenceGUID
http://rs.tdwg.org/abcd2/terms/version/UnitReference-TitleCitation-2024-11-13,UnitReference-TitleCitation
http://rs.tdwg.org/abcd2/terms/version/UnitReference-CitationDetail-2024-11-13,UnitReference-CitationDetail
http://rs.tdwg.org/abcd2/terms/version/UnitReference-URI-2024-11-13,UnitReference-URI
http://rs.tdwg.org/abcd2/terms/version/UnitReference-DOI-2024-11-13,UnitReference-DOI
http://rs.tdwg.org/abcd2/terms/version/Identifications-2024-11-13,Identifications
http://rs.tdwg.org/abcd2/terms/version/Identification-2024-11-13,Identification
http://rs.tdwg.org/abcd2/terms/version/Identification-Result-2024-11-13,Identification-Result
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-2024-11-13,TaxonIdentified
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-HigherTaxa-2024-11-13,TaxonIdentified-HigherTaxa
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-HigherTaxon-2024-11-13,TaxonIdentified-HigherTaxon
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-HigherTaxonName-2024-11-13,TaxonIdentified-HigherTaxonName
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-HigherTaxonRank-2024-11-13,TaxonIdentified-HigherTaxonRank
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-ScientificName-2024-11-13,TaxonIdentified-ScientificName
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-FullScientificNameString-2024-11-13,TaxonIdentified-FullScientificNameString
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-NameAtomised-2024-11-13,TaxonIdentified-NameAtomised
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Botanical-2024-11-13,TaxonIdentified-Botanical
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Botanical-GenusOrMonomial-2024-11-13,TaxonIdentified-Botanical-GenusOrMonomial
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-FirstEpithet-2024-11-13,TaxonIdentified-FirstEpithet
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-InfraspecificEpithet-2024-11-13,TaxonIdentified-InfraspecificEpithet
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Rank-2024-11-13,TaxonIdentified-Rank
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-HybridFlag-2024-11-13,TaxonIdentified-HybridFlag
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-HybridFlag-@insertionpoint-2024-11-13,TaxonIdentified-HybridFlag-@insertionpoint
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-AuthorTeamParenthesis-2024-11-13,TaxonIdentified-AuthorTeamParenthesis
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-AuthorTeam-2024-11-13,TaxonIdentified-AuthorTeam
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-CultivarGroupName-2024-11-13,TaxonIdentified-CultivarGroupName
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-CultivarName-2024-11-13,TaxonIdentified-CultivarName
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-TradeDesignationNames-2024-11-13,TaxonIdentified-TradeDesignationNames
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-TradeDesignationName-2024-11-13,TaxonIdentified-TradeDesignationName
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Bacterial-2024-11-13,TaxonIdentified-Bacterial
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Bacterial-GenusOrMonomial-2024-11-13,TaxonIdentified-Bacterial-GenusOrMonomial
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Bacterial-Subgenus-2024-11-13,TaxonIdentified-Bacterial-Subgenus
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-SubgenusAuthorAndYear-2024-11-13,TaxonIdentified-SubgenusAuthorAndYear
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Bacterial-SpeciesEpithet-2024-11-13,TaxonIdentified-Bacterial-SpeciesEpithet
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Bacterial-SubspeciesEpithet-2024-11-13,TaxonIdentified-Bacterial-SubspeciesEpithet
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-ParentheticalAuthorTeamAndYear-2024-11-13,TaxonIdentified-ParentheticalAuthorTeamAndYear
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-AuthorTeamAndYear-2024-11-13,TaxonIdentified-AuthorTeamAndYear
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-NameApprobation-2024-11-13,TaxonIdentified-NameApprobation
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Viral-2024-11-13,TaxonIdentified-Viral
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Viral-GenusOrMonomial-2024-11-13,TaxonIdentified-Viral-GenusOrMonomial
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-ViralSpeciesDesignation-2024-11-13,TaxonIdentified-ViralSpeciesDesignation
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Acronym-2024-11-13,TaxonIdentified-Acronym
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Zoological-2024-11-13,TaxonIdentified-Zoological
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Zoological-GenusOrMonomial-2024-11-13,TaxonIdentified-Zoological-GenusOrMonomial
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Zoological-Subgenus-2024-11-13,TaxonIdentified-Zoological-Subgenus
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Zoological-SpeciesEpithet-2024-11-13,TaxonIdentified-Zoological-SpeciesEpithet
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Zoological-SubspeciesEpithet-2024-11-13,TaxonIdentified-Zoological-SubspeciesEpithet
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-AuthorTeamOriginalAndYear-2024-11-13,TaxonIdentified-AuthorTeamOriginalAndYear
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-AuthorTeamParenthesisAndYear-2024-11-13,TaxonIdentified-AuthorTeamParenthesisAndYear
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-CombinationAuthorTeamAndYear-2024-11-13,TaxonIdentified-CombinationAuthorTeamAndYear
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Breed-2024-11-13,TaxonIdentified-Breed
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-NamedIndividual-2024-11-13,TaxonIdentified-NamedIndividual
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-IdentificationQualifier-2024-11-13,TaxonIdentified-IdentificationQualifier
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-IdentificationQualifier-@insertionpoint-2024-11-13,TaxonIdentified-IdentificationQualifier-@insertionpoint
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-NameAddendum-2024-11-13,TaxonIdentified-NameAddendum
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-InformalNameString-2024-11-13,TaxonIdentified-InformalNameString
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-InformalNameString-@language-2024-11-13,TaxonIdentified-InformalNameString-@language
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-NameComments-2024-11-13,TaxonIdentified-NameComments
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-NameComments-@language-2024-11-13,TaxonIdentified-NameComments-@language
http://rs.tdwg.org/abcd2/terms/version/TaxonIdentified-Code-2024-11-13,TaxonIdentified-Code
http://rs.tdwg.org/abcd2/terms/version/Identification-MaterialIdentified-2024-11-13,Identification-MaterialIdentified
http://rs.tdwg.org/abcd2/terms/version/Identification-MaterialIdentified-@language-2024-11-13,Identification-MaterialIdentified-@language
http://rs.tdwg.org/abcd2/terms/version/Identification-Extension-2024-11-13,Identification-Extension
http://rs.tdwg.org/abcd2/terms/version/Identification-PreferredFlag-2024-11-13,Identification-PreferredFlag
http://rs.tdwg.org/abcd2/terms/version/Identification-NonFlag-2024-11-13,Identification-NonFlag
http://rs.tdwg.org/abcd2/terms/version/Identification-StoredUnderFlag-2024-11-13,Identification-StoredUnderFlag
http://rs.tdwg.org/abcd2/terms/version/Identification-ResultRole-2024-11-13,Identification-ResultRole
http://rs.tdwg.org/abcd2/terms/version/Identification-ResultRole-@language-2024-11-13,Identification-ResultRole-@language
http://rs.tdwg.org/abcd2/terms/version/Identifiers-2024-11-13,Identifiers
http://rs.tdwg.org/abcd2/terms/version/Identifier-2024-11-13,Identifier
http://rs.tdwg.org/abcd2/terms/version/Identifier-PersonName-2024-11-13,Identifier-PersonName
http://rs.tdwg.org/abcd2/terms/version/Identifier-FullName-2024-11-13,Identifier-FullName
http://rs.tdwg.org/abcd2/terms/version/Identifier-SortingName-2024-11-13,Identifier-SortingName
http://rs.tdwg.org/abcd2/terms/version/Identifier-AtomisedName-2024-11-13,Identifier-AtomisedName
http://rs.tdwg.org/abcd2/terms/version/Identifier-InheritedName-2024-11-13,Identifier-InheritedName
http://rs.tdwg.org/abcd2/terms/version/Identifier-AtomisedName-Prefix-2024-11-13,Identifier-AtomisedName-Prefix
http://rs.tdwg.org/abcd2/terms/version/Identifier-AtomisedName-Suffix-2024-11-13,Identifier-AtomisedName-Suffix
http://rs.tdwg.org/abcd2/terms/version/Identifier-GivenNames-2024-11-13,Identifier-GivenNames
http://rs.tdwg.org/abcd2/terms/version/Identifier-PreferredName-2024-11-13,Identifier-PreferredName
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-2024-11-13,Identifier-Organisation
http://rs.tdwg.org/abcd2/terms/version/Identifier-OrganisationGUID-2024-11-13,Identifier-OrganisationGUID
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-Name-2024-11-13,Identifier-Organisation-Name
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-Representation-2024-11-13,Identifier-Organisation-Representation
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-Representation-@language-2024-11-13,Identifier-Organisation-Representation-@language
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-Text-2024-11-13,Identifier-Organisation-Text
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-Abbreviation-2024-11-13,Identifier-Organisation-Abbreviation
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-OrgUnits-2024-11-13,Identifier-Organisation-OrgUnits
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-OrgUnit-2024-11-13,Identifier-Organisation-OrgUnit
http://rs.tdwg.org/abcd2/terms/version/Identifier-Organisation-OrgUnit-@language-2024-11-13,Identifier-Organisation-OrgUnit-@language
http://rs.tdwg.org/abcd2/terms/version/IdentifiersText-2024-11-13,IdentifiersText
http://rs.tdwg.org/abcd2/terms/version/IdentificationSource-2024-11-13,IdentificationSource
http://rs.tdwg.org/abcd2/terms/version/IdentificationSource-ReferenceGUID-2024-11-13,IdentificationSource-ReferenceGUID
http://rs.tdwg.org/abcd2/terms/version/IdentificationSource-TitleCitation-2024-11-13,IdentificationSource-TitleCitation
http://rs.tdwg.org/abcd2/terms/version/IdentificationSource-CitationDetail-2024-11-13,IdentificationSource-CitationDetail
http://rs.tdwg.org/abcd2/terms/version/IdentificationSource-URI-2024-11-13,IdentificationSource-URI
http://rs.tdwg.org/abcd2/terms/version/IdentificationSource-DOI-2024-11-13,IdentificationSource-DOI
http://rs.tdwg.org/abcd2/terms/version/IdentifierRole-2024-11-13,IdentifierRole
http://rs.tdwg.org/abcd2/terms/version/Identification-References-2024-11-13,Identification-References
http://rs.tdwg.org/abcd2/terms/version/Identification-Reference-2024-11-13,Identification-Reference
http://rs.tdwg.org/abcd2/terms/version/Identification-Reference-ReferenceGUID-2024-11-13,Identification-Reference-ReferenceGUID
http://rs.tdwg.org/abcd2/terms/version/Identification-Reference-TitleCitation-2024-11-13,Identification-Reference-TitleCitation
http://rs.tdwg.org/abcd2/terms/version/Identification-Reference-CitationDetail-2024-11-13,Identification-Reference-CitationDetail
http://rs.tdwg.org/abcd2/terms/version/Identification-Reference-URI-2024-11-13,Identification-Reference-URI
http://rs.tdwg.org/abcd2/terms/version/Identification-Reference-DOI-2024-11-13,Identification-Reference-DOI
http://rs.tdwg.org/abcd2/terms/version/Identification-Date-2024-11-13,Identification-Date
http://rs.tdwg.org/abcd2/terms/version/Identification-DateText-2024-11-13,Identification-DateText
http://rs.tdwg.org/abcd2/terms/version/Identification-TimeZone-2024-11-13,Identification-TimeZone
http://rs.tdwg.org/abcd2/terms/version/Identification-ISODateTimeBegin-2024-11-13,Identification-ISODateTimeBegin
http://rs.tdwg.org/abcd2/terms/version/Identification-DayNumberBegin-2024-11-13,Identification-DayNumberBegin
http://rs.tdwg.org/abcd2/terms/version/Identification-TimeOfDayBegin-2024-11-13,Identification-TimeOfDayBegin
http://rs.tdwg.org/abcd2/terms/version/Identification-ISODateTimeEnd-2024-11-13,Identification-ISODateTimeEnd
http://rs.tdwg.org/abcd2/terms/version/Identification-DayNumberEnd-2024-11-13,Identification-DayNumberEnd
http://rs.tdwg.org/abcd2/terms/version/Identification-TimeOfDayEnd-2024-11-13,Identification-TimeOfDayEnd
http://rs.tdwg.org/abcd2/terms/version/Identification-PeriodExplicit-2024-11-13,Identification-PeriodExplicit
http://rs.tdwg.org/abcd2/terms/version/Identification-Method-2024-11-13,Identification-Method
http://rs.tdwg.org/abcd2/terms/version/Identification-Method-@language-2024-11-13,Identification-Method-@language
http://rs.tdwg.org/abcd2/terms/version/Identification-Notes-2024-11-13,Identification-Notes
http://rs.tdwg.org/abcd2/terms/version/Identification-Notes-@language-2024-11-13,Identification-Notes-@language
http://rs.tdwg.org/abcd2/terms/version/Identification-VerificationLevel-2024-11-13,Identification-VerificationLevel
http://rs.tdwg.org/abcd2/terms/version/IdentificationHistory-2024-11-13,IdentificationHistory
http://rs.tdwg.org/abcd2/terms/version/RecordBasis-2024-11-13,RecordBasis
http://rs.tdwg.org/abcd2/terms/version/KindOfUnit-2024-11-13,KindOfUnit
http://rs.tdwg.org/abcd2/terms/version/KindOfUnit-@language-2024-11-13,KindOfUnit-@language
http://rs.tdwg.org/abcd2/terms/version/SampleType-2024-11-13,SampleType
http://rs.tdwg.org/abcd2/terms/version/SampleType-@language-2024-11-13,SampleType-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-2024-11-13,SpecimenUnit
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-2024-11-13,SpecimenUnit-Owner
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-2024-11-13,SpecimenUnit-Owner-Organisation
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-OrganisationGUID-2024-11-13,SpecimenUnit-Owner-OrganisationGUID
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-Name-2024-11-13,SpecimenUnit-Owner-Organisation-Name
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-Representation-2024-11-13,SpecimenUnit-Owner-Organisation-Representation
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-Representation-@language-2024-11-13,SpecimenUnit-Owner-Organisation-Representation-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-Text-2024-11-13,SpecimenUnit-Owner-Organisation-Text
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-Abbreviation-2024-11-13,SpecimenUnit-Owner-Organisation-Abbreviation
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-OrgUnits-2024-11-13,SpecimenUnit-Owner-Organisation-OrgUnits
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-OrgUnit-2024-11-13,SpecimenUnit-Owner-Organisation-OrgUnit
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Organisation-OrgUnit-@language-2024-11-13,SpecimenUnit-Owner-Organisation-OrgUnit-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Person-2024-11-13,SpecimenUnit-Owner-Person
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-FullName-2024-11-13,SpecimenUnit-Owner-FullName
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-SortingName-2024-11-13,SpecimenUnit-Owner-SortingName
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-AtomisedName-2024-11-13,SpecimenUnit-Owner-AtomisedName
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-InheritedName-2024-11-13,SpecimenUnit-Owner-InheritedName
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-AtomisedName-Prefix-2024-11-13,SpecimenUnit-Owner-AtomisedName-Prefix
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-AtomisedName-Suffix-2024-11-13,SpecimenUnit-Owner-AtomisedName-Suffix
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-GivenNames-2024-11-13,SpecimenUnit-Owner-GivenNames
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-PreferredName-2024-11-13,SpecimenUnit-Owner-PreferredName
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Roles-2024-11-13,SpecimenUnit-Owner-Roles
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Role-2024-11-13,SpecimenUnit-Owner-Role
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Role-@language-2024-11-13,SpecimenUnit-Owner-Role-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Addresses-2024-11-13,SpecimenUnit-Owner-Addresses
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Address-2024-11-13,SpecimenUnit-Owner-Address
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Address-@language-2024-11-13,SpecimenUnit-Owner-Address-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Address-@preferred-2024-11-13,SpecimenUnit-Owner-Address-@preferred
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-TelephoneNumbers-2024-11-13,SpecimenUnit-Owner-TelephoneNumbers
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-TelephoneNumber-2024-11-13,SpecimenUnit-Owner-TelephoneNumber
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-TelephoneNumber-@preferred-2024-11-13,SpecimenUnit-Owner-TelephoneNumber-@preferred
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Number-2024-11-13,SpecimenUnit-Owner-Number
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-Device-2024-11-13,SpecimenUnit-Owner-Device
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-UsageNotes-2024-11-13,SpecimenUnit-Owner-UsageNotes
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-UsageNotes-@language-2024-11-13,SpecimenUnit-Owner-UsageNotes-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-EmailAddresses-2024-11-13,SpecimenUnit-Owner-EmailAddresses
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-EmailAddress-2024-11-13,SpecimenUnit-Owner-EmailAddress
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-EmailAddress-@preferred-2024-11-13,SpecimenUnit-Owner-EmailAddress-@preferred
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-URIs-2024-11-13,SpecimenUnit-Owner-URIs
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-URI-2024-11-13,SpecimenUnit-Owner-URI
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-URI-@preferred-2024-11-13,SpecimenUnit-Owner-URI-@preferred
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Owner-LogoURI-2024-11-13,SpecimenUnit-Owner-LogoURI
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-LoanRestrictions-2024-11-13,SpecimenUnit-LoanRestrictions
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-BlockedUntil-2024-11-13,SpecimenUnit-BlockedUntil
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Blocked-2024-11-13,SpecimenUnit-Blocked
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-BlockedAsReferenceOnly-2024-11-13,SpecimenUnit-BlockedAsReferenceOnly
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-LoanConditions-2024-11-13,SpecimenUnit-LoanConditions
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-Acquisition-2024-11-13,SpecimenUnit-Acquisition
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquisitionDate-2024-11-13,SpecimenUnit-AcquisitionDate
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquisitionSourceText-2024-11-13,SpecimenUnit-AcquisitionSourceText
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquisitionSourceText-@language-2024-11-13,SpecimenUnit-AcquisitionSourceText-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquisitionType-2024-11-13,SpecimenUnit-AcquisitionType
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquisitionType-@language-2024-11-13,SpecimenUnit-AcquisitionType-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-2024-11-13,SpecimenUnit-AcquiredFrom
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-OrganisationGUID-2024-11-13,SpecimenUnit-AcquiredFrom-OrganisationGUID
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-Name-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-Name
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-Representation-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-Representation
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-Representation-@language-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-Representation-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-Text-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-Text
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-Abbreviation-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-Abbreviation
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-OrgUnits-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-OrgUnits
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-OrgUnit-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-OrgUnit
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Organisation-OrgUnit-@language-2024-11-13,SpecimenUnit-AcquiredFrom-Organisation-OrgUnit-@language
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-Person-2024-11-13,SpecimenUnit-AcquiredFrom-Person
http://rs.tdwg.org/abcd2/terms/version/SpecimenUnit-AcquiredFrom-FullName-2024-11-13,SpecimenUnit-AcquiredFrom-FullName
