document_modified,list,list_deprecated,list_localName,label,description,list_created,list_modified,vann_preferredNamespacePrefix,vann_preferredNamespaceUri,database,versions_database,versions_uri,standard
,http://rs.tdwg.org/abcd2/terms/,,abcd/terms/,ABCD (Access to Biological Collection Data) vocabulary terms,This list contains all of the terms used by the ABCD2 XML Schema,2023-11-13,2023-11-13,abcd2,http://rs.tdwg.org/abcd2/terms/,abcd2,abcd2-versions,http://rs.tdwg.org/abcd2/version/terms/,http://www.tdwg.org/standards/abcd
