termList,term
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e030
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e031
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e032
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e033
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e034
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e035
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e036
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e037
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e038
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e039
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e040
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e041
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e042
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e043
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e044
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e045
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e046
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e047
http://rs.tdwg.org/format/values/,http://rs.tdwg.org/format/values/e048
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Drawing
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Painting
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Logo
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Icon
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Illustration
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Graphic
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Photograph
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Animation
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Film
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/SlideShow
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/DesignPlan
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Diagram
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/Map
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/MusicalNotation
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/IdentificationKey
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/ScannedText
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/RecordedText
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/RecordedOrganism
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/TaxonPage
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/MultimediaLearningObject
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/VirtualRealityEnvironment
http://rs.tdwg.org/acsubtype/values/,http://rs.tdwg.org/acsubtype/values/GlossaryPage
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_22
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_23
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_24
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_25
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_26
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_27
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_28
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_29
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_30
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_31
http://rs.tdwg.org/decisions/,http://rs.tdwg.org/decisions/decision-2020-10-13_32
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/ChronometricAge
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeConversionProtocol
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeID
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeProtocol
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeReferences
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeRemarks
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeUncertaintyInYears
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeUncertaintyMethod
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/materialDated
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/materialDatedID
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/maximumChronometricAge
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/maximumChronometricAgeReferenceSystem
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/minimumChronometricAge
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/minimumChronometricAgeReferenceSystem
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/uncalibratedChronometricAge
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/verbatimChronometricAge
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeDeterminedBy
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/chronometricAgeDeterminedDate
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/earliestChronometricAge
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/earliestChronometricAgeReferenceSystem
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/latestChronometricAge
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/latestChronometricAgeReferenceSystem
http://rs.tdwg.org/chrono/terms/,http://rs.tdwg.org/chrono/terms/materialDatedRelationship
http://rs.tdwg.org/chrono/iri/,http://rs.tdwg.org/chrono/iri/chronometricAgeConversionProtocol
http://rs.tdwg.org/chrono/iri/,http://rs.tdwg.org/chrono/iri/chronometricAgeDeterminedBy
http://rs.tdwg.org/chrono/iri/,http://rs.tdwg.org/chrono/iri/chronometricAgeProtocol
http://rs.tdwg.org/chrono/iri/,http://rs.tdwg.org/chrono/iri/chronometricAgeUncertaintyMethod
http://rs.tdwg.org/chrono/iri/,http://rs.tdwg.org/chrono/iri/earliestChronometricAgeReferenceSystem
http://rs.tdwg.org/chrono/iri/,http://rs.tdwg.org/chrono/iri/latestChronometricAgeReferenceSystem
http://rs.tdwg.org/chrono/iri/,http://rs.tdwg.org/chrono/iri/materialDated
http://rs.tdwg.org/dwc/iri/,http://rs.tdwg.org/dwc/iri/measurementValue
http://rs.tdwg.org/dwc/iri/,http://rs.tdwg.org/dwc/iri/verticalDatum
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/recordedByID
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verticalDatum
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimIdentification
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/identifiedByID
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subfamily
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/genericName
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/infragenericEpithet
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/cultivarEpithet
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/relationshipOfResourceID
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/MaterialCitation
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/RegionOfInterest
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/hasROI
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/isROIOf
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/xFrac
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/yFrac
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/widthFrac
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/heightFrac
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/radius
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/startTimestamp
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/endTimestamp
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/mediaDuration
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/mediaSpeed
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/frameRate
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/startTime
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/endTime
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/subjectOrientationLiteral
http://rs.tdwg.org/ac/terms/,http://rs.tdwg.org/ac/terms/subjectPartLiteral
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0000
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0001
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0002
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0003
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0004
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0005
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0006
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0007
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0008
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0009
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0010
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0011
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0012
http://rs.tdwg.org/acorient/values/,http://rs.tdwg.org/acorient/values/r0013
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0000
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0001
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0002
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0003
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0004
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0005
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0006
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0007
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0008
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0009
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0010
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0011
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0012
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0013
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0014
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0015
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0016
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0017
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0018
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0019
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0020
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0021
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0022
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0023
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0024
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0025
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0026
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0027
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0028
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0029
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0030
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0031
http://rs.tdwg.org/acpart/values/,http://rs.tdwg.org/acpart/values/p0032
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/caste
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/vitality
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimLabel
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/eventType
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/superfamily
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/tribe
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/subtribe
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/parentMeasurementID
http://rs.tdwg.org/dwc/iri/,http://rs.tdwg.org/dwc/iri/caste
http://rs.tdwg.org/dwc/iri/,http://rs.tdwg.org/dwc/iri/vitality
http://rs.tdwg.org/dwc/iri/,http://rs.tdwg.org/dwc/iri/eventType
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/materialEntityRemarks
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/materialEntityID
http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/MaterialEntity
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/absentTaxa
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/abundanceCap
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/areNonTargetTaxaFullyReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/compilationSourceTypes
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/compilationTypes
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/eventDurationUnit
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/eventDurationValue
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/excludedDegreeOfEstablishmentScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/excludedGrowthFormScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/excludedHabitatScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/excludedLifeStageScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/excludedTaxonomicScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/geospatialScopeAreaUnit
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/geospatialScopeAreaValue
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/hasMaterialSamples
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/hasNonTargetOrganisms
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/hasNonTargetTaxa
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/hasVouchers
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/inventoryTypes
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isAbsenceReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isAbundanceCapReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isAbundanceReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isDegreeOfEstablishmentScopeFullyReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isGrowthFormScopeFullyReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isLeastSpecificTargetCategoryQuantityInclusive
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isLifeStageScopeFullyReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isSamplingEffortReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isTaxonomicScopeFullyReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/isVegetationCoverReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/materialSampleTypes
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/nonTargetTaxa
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/protocolDescriptions
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/protocolNames
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/protocolReferences
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/reportedExtremeConditions
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/reportedWeather
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/samplingEffortProtocol
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/samplingEffortUnit
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/samplingEffortValue
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/samplingPerformedBy
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/siteCount
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/siteNestingDescription
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/targetDegreeOfEstablishmentScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/targetGrowthFormScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/targetHabitatScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/targetLifeStageScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/targetTaxonomicScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/taxonCompletenessProtocols
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/taxonCompletenessReported
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/totalAreaSampledUnit
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/totalAreaSampledValue
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/verbatimSiteDescriptions
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/verbatimSiteNames
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/verbatimTargetScope
http://rs.tdwg.org/eco/terms/,http://rs.tdwg.org/eco/terms/voucherInstitutions
http://rs.tdwg.org/ecotcr/values/,http://rs.tdwg.org/ecotcr/values/tcr
http://rs.tdwg.org/ecotcr/values/,http://rs.tdwg.org/ecotcr/values/tcr00
http://rs.tdwg.org/ecotcr/values/,http://rs.tdwg.org/ecotcr/values/tcr01
http://rs.tdwg.org/ecotcr/values/,http://rs.tdwg.org/ecotcr/values/tcr02
http://rs.tdwg.org/boolean/values/,http://rs.tdwg.org/boolean/values/b
http://rs.tdwg.org/boolean/values/,http://rs.tdwg.org/boolean/values/b0
http://rs.tdwg.org/boolean/values/,http://rs.tdwg.org/boolean/values/b1
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/absentTaxa
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/compilationSourceTypes
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/compilationTypes
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/eventDurationUnit
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/excludedDegreeOfEstablishmentScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/excludedGrowthFormScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/excludedHabitatScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/excludedLifeStageScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/excludedTaxonomicScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/geospatialScopeAreaUnit
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/inventoryTypes
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/materialSampleTypes
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/nonTargetTaxa
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/protocolNames
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/samplingEffortProtocol
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/samplingEffortUnit
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/samplingPerformedBy
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/targetDegreeOfEstablishmentScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/targetGrowthFormScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/targetHabitatScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/targetLifeStageScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/targetTaxonomicScope
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/taxonCompletenessProtocols
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/taxonCompletenessReported
http://rs.tdwg.org/eco/iri/,http://rs.tdwg.org/eco/iri/totalAreaSampledUnit
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/Address
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ChronometricAge
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/CollectionStatusHistory
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ContactDetail
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/EcologicalContext
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/Event
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/GeographicContext
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/GeologicalContext
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/Identifier
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/LatimerCoreScheme
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/MeasurementOrFact
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ObjectClassification
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ObjectGroup
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/OrganisationalUnit
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/Person
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/PersonRole
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/RecordLevel
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/Reference
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ResourceRelationship
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/Role
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/SchemeMeasurementOrFact
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/SchemeTerm
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/StorageLocation
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/Taxon
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/TemporalCoverage
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/addressType
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasMeasurementOrFact
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasReference
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasTemporalCoverage
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/status
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/statusChangeReason
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/statusType
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/contactDetailCategory
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/contactDetailFunction
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/contactDetailValue
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/hasIdentifier
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/biogeographicRealm
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/biome
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/biomeType
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/bioregion
http://rs.tdwg.org/ltc/terms/,http://rs.tdwg.org/ltc/terms/ecoregion
